DATE ,HABITAT,TRANSECT,Easting,Northing,COMPASS,Point,Species Code,Common Name,Scientific Name,Height,Comments,Comments 2 ,
5/19/2003,HM,3,562042,4218957,75,13.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,14,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,14.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,15,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,15.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,16,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,16.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,17,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,17.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,18,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,18.5,SAVI,Pickleweed,Salicornia virginica,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,19,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,19.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,3,562042,4218957,75,20,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,0,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,0.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,1,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,1.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,2,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,2.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,3,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,3.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,4,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,4.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,5.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,6,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,6.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,7,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,7.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,8,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,8.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,9,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,9.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,10,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,10.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,11,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,11.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,12,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,12.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,13,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,13.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,14,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,14.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,15,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,15.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,16,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,16.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,17,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,17.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,18,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,18.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,19,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,19.5,SAVI,Pickleweed,Salicornia virginica,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,2,562022,4218936,350,20,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,0,DISP,Salt Grass,Distichlis spicata,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,0.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,1.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,2,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,2.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,3,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,3.5,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,4,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,4.5,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,5,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,5.5,LOMU,Italian Ryegrass,Lolium multiflorum,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,6,DISP,Salt Grass,Distichlis spicata,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,6.5,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,7,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,7.5,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,8,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,8.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,9,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,9.5,DISP,Salt Grass,Distichlis spicata,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,10,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,10.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,11,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,11.5,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,12,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,12.5,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,13,LITR,Dead and Standing,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,13.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,14,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,14.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,15,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,15.5,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,16,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,16.5,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,17,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,17.5,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,18,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,18.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,19,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,19.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,UP,1,561980,4218936,276,20,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,0,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,0.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,1,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,1.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,2,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,2.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,3,SAVI,Pickleweed,Salicornia virginica,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,3.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,4,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,4.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,5.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,6,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,6.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,7,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,7.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,8,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,8.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,9,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,9.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,10,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,10.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,11,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,11.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,12,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,12.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,13,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,13.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,14,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,14.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,15,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,15.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,16,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,16.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,17,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,17.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,18,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,18.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,19,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,19.5,ALGB,Brown Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,2,561950,4218943,107,20,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,0,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,0.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,1,SAVI,Pickleweed,Salicornia virginica,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,1.5,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,2,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,2.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,3,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,3.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,4,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,4.5,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,5.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,6,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,6.5,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,7,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,7.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,8,SAVI,Pickleweed,Salicornia virginica,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,8.5,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,9,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,9.5,SAVI,Pickleweed,Salicornia virginica,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,10,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,10.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,11,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,11.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,12,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,12.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,13,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,13.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,14,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,14.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,15,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,15.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,16,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,16.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,17,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,17.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,18,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,18.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,19,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,19.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,HM,1,561909,4219174,118,20,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,0,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,0.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,1,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,1.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,2,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,2.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,3,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,3.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,4,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,4.5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,5,BARE,Bare Ground,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,5.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,6,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,6.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,7,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,7.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,8,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,8.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,9,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,9.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,10,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,10.5,COCO,Brass buttons,Cotula coronopifolia,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,11,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,11.5,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,12,OPWA,Open Water,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,12.5,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
5/19/2003,MP,1,561926,4219140,122,13,ALGG,Green Algae,N/A,,,"No heights taken in the transect portion of this survey, mistakenly",
